Department;Faculty;University;Discount;City;Language;score_last;range_last;score_first;range_first;average_range;average_score
Logistics Management;Transportation and Logistics Faculty;Istanbul University;Free;ISTANBUL;English;295;168278;325;89544;774566;210
Sociology;Literature Faculty;Istanbul University;Free;ISTANBUL;Turkish;292;175656;372;23950;0;0
Economics;Economics Faculty;Istanbul University;Free;ISTANBUL;Turkish;331;182581;365;97889;326130;335
Economics;Economics Faculty;Istanbul University;Free;ISTANBUL;Turkish;314;184978;395;30405;51780;449
Economics;Economics Faculty;Istanbul University;Free;ISTANBUL;Turkish;289;186879;336;69678;713220;216
Logistics Management;Transportation and Logistics Faculty;Istanbul University;Free;ISTANBUL;Turkish;328;192890;398;38867;353583;317
Finance;Economics Faculty;Istanbul University;Free;ISTANBUL;Turkish;307;208693;365;70206;20427;484
Biology;Science Faculty;Istanbul University;Free;ISTANBUL;Turkish;278;210731;376;65046;608496;225
Business;Business Faculty;Istanbul University;Free;ISTANBUL;Turkish;321;213513;421;16819;336875;319
Business;Business Faculty;Istanbul University;Free;ISTANBUL;Turkish;306;213546;360;77589;59041;442
Finance;Economics Faculty;Istanbul University;Free;ISTANBUL;Turkish;320;216595;360;108327;277405;340
Business;Business Faculty;Istanbul University;Free;ISTANBUL;Turkish;281;217750;333;75230;734409;268
Physics;Science Faculty;Istanbul University;Free;ISTANBUL;English;268;235192;343;99707;839235;245
Philosophy;Literature Faculty;Istanbul University;Free;ISTANBUL;Turkish;314;237060;436;10038;549497;232
Chemistry;Science Faculty;Istanbul University;Free;ISTANBUL;Turkish;265;243641;376;64951;955235;248
Radio Television and Cinema;Open and Distance Education Faculty;Istanbul University;UE-non-scholarship;ISTANBUL;Turkish;294;244301;492;329;297032;340
Radio Television and Cinema;Open and Distance Education Faculty;Istanbul University;UE-non-scholarship;ISTANBUL;Turkish;267;245881;400;3290;657429;274
Finance;Economics Faculty;Istanbul University;Free;ISTANBUL;Turkish;274;246234;307;133150;624899;225
Biology;Science Faculty;Istanbul University;Free;ISTANBUL;Turkish;302;249816;384;115853;267894;332
Logistics Management;Transportation and Logistics Faculty;Istanbul University;Free;ISTANBUL;Turkish;272;254725;294;169472;1328387;219
Philosophy;Literature Faculty;Istanbul University;Free;ISTANBUL;Turkish;295;256500;370;62373;233849;346
Physics;Science Faculty;Istanbul University;Free;ISTANBUL;English;298;259570;444;60030;378078;323
Biology;Science Faculty;Istanbul University;Free;ISTANBUL;Turkish;271;264585;370;90713;12761;406
Labor Economy and Industrial Relations;Economics Faculty;Istanbul University;Free;ISTANBUL;Turkish;293;264950;342;112604;12917;497
Philosophy;Literature Faculty;Istanbul University;Free;ISTANBUL;Turkish;270;265775;358;37756;0;0
Logistics Management;Transportation and Logistics Faculty;Istanbul University;Free;ISTANBUL;Turkish;306;267907;391;49999;519289;238
Labor Economy and Industrial Relations;Economics Faculty;Istanbul University;Free;ISTANBUL;Turkish;305;273227;356;117491;268038;348
Radio Television and Cinema;Open and Distance Education Faculty;Istanbul University;UE-non-scholarship;ISTANBUL;Turkish;298;280939;435;3291;32074;456
Economics;Economics Faculty;Istanbul University;0% Discount;ISTANBUL;English;266;287263;266;287263;685256;271
Econometrics;Economics Faculty;Istanbul University;Free;ISTANBUL;Turkish;300;292328;347;141010;268402;333
Econometrics;Economics Faculty;Istanbul University;Free;ISTANBUL;Turkish;287;292432;311;196131;13563;494
Astronomy and Space Sciences;Science Faculty;Istanbul University;Free;ISTANBUL;Turkish;249;294180;352;89398;0;0
Labor Economy and Industrial Relations;Economics Faculty;Istanbul University;Free;ISTANBUL;Turkish;263;300146;330;80140;608747;281
Astronomy and Space Sciences;Science Faculty;Istanbul University;Free;ISTANBUL;Turkish;282;303984;427;74381;534361;298
Physics;Science Faculty;Istanbul University;Free;ISTANBUL;Turkish;246;306384;329;117398;1051775;241
Physics;Science Faculty;Istanbul University;Free;ISTANBUL;Turkish;280;310405;354;153859;458670;310
Astronomy and Space Sciences;Science Faculty;Istanbul University;Free;ISTANBUL;Turkish;257;315249;344;118252;225308;366
Econometrics;Economics Faculty;Istanbul University;Free;ISTANBUL;Turkish;260;319340;300;152852;610331;228
Urban and Regional Planning;Architecture Faculty;Istanbul University;Free;ISTANBUL;Turkish;241;327233;300;162661;1127602;237
Journalism;Open and Distance Education Faculty;Istanbul University;UE-non-scholarship;ISTANBUL;Turkish;253;331702;385;6453;656600;222
Aquatic Sciences and Engineering;Water Sciences Faculty;Istanbul University;Free;ISTANBUL;Turkish;272;336611;333;186159;430605;301
Journalism;Open and Distance Education Faculty;Istanbul University;UE-non-scholarship;ISTANBUL;Turkish;276;338845;430;3635;296411;340
Information and Document Management;Literature Faculty;Istanbul University;Free;ISTANBUL;Turkish;275;352588;328;145843;231333;284
Aquatic Sciences and Engineering;Water Sciences Faculty;Istanbul University;Free;ISTANBUL;Turkish;248;353656;332;134198;142516;375
Tourism Management;Economics Faculty;Istanbul University;Free;ISTANBUL;Turkish;254;354187;365;30406;0;0
Public Relations and Promotion;Open and Distance Education Faculty;Istanbul University;UE-non-scholarship;ISTANBUL;Turkish;249;356303;359;18172;656617;220
Aquatic Sciences and Engineering;Water Sciences Faculty;Istanbul University;Free;ISTANBUL;Turkish;232;363107;381;59947;974291;246
Information and Document Management;Literature Faculty;Istanbul University;Free;ISTANBUL;Turkish;284;364261;363;103740;545385;233
Anthropology;Literature Faculty;Istanbul University;Free;ISTANBUL;Turkish;272;369084;362;74762;157131;385
Anthropology;Literature Faculty;Istanbul University;Free;ISTANBUL;Turkish;282;377345;356;118782;450577;244
Journalism;Open and Distance Education Faculty;Istanbul University;UE-non-scholarship;ISTANBUL;Turkish;281;381816;428;4400;31493;469
Conservation and Restoration of Cultural Heritage;Literature Faculty;Istanbul University;Free;ISTANBUL;Turkish;281;383189;364;101405;334123;330
Public Relations and Promotion;Open and Distance Education Faculty;Istanbul University;UE-non-scholarship;ISTANBUL;Turkish;268;387471;358;51187;296418;328
Occupational Health and Safety;Open and Distance Education Faculty;Istanbul University;AO-non-scholarship;ISTANBUL;Turkish;204;389711;360;80358;657095;281
Classical Archeology;Literature Faculty;Istanbul University;Free;ISTANBUL;Turkish;280;389716;411;24572;469530;238
Public Relations and Promotion;Open and Distance Education Faculty;Istanbul University;UE-non-scholarship;ISTANBUL;Turkish;277;408004;436;3098;31521;455
Classical Archeology;Literature Faculty;Istanbul University;Free;ISTANBUL;Turkish;246;409793;337;67288;1079055;214
Classical Archeology;Literature Faculty;Istanbul University;Free;ISTANBUL;Turkish;264;419301;345;106029;173194;375
Information and Document Management;Literature Faculty;Istanbul University;Free;ISTANBUL;Turkish;244;422900;325;89463;0;0
Anthropology;Literature Faculty;Istanbul University;Free;ISTANBUL;Turkish;242;435084;329;82299;1030340;190
History of Science;Literature Faculty;Istanbul University;Free;ISTANBUL;Turkish;270;446187;377;74451;545901;233
Conservation and Restoration of Cultural Heritage;Literature Faculty;Istanbul University;Free;ISTANBUL;Turkish;240;450605;318;104509;726683;214
History of Science;Literature Faculty;Istanbul University;Free;ISTANBUL;Turkish;260;454143;397;28807;231719;357
Prehistoric Archeology;Literature Faculty;Istanbul University;Free;ISTANBUL;Turkish;267;460600;340;158880;431272;312
History of Science;Literature Faculty;Istanbul University;Free;ISTANBUL;Turkish;238;472910;363;32607;0;0
Prehistoric Archeology;Literature Faculty;Istanbul University;Free;ISTANBUL;Turkish;256;477460;439;5309;142943;313
Prehistoric Archeology;Literature Faculty;Istanbul University;Free;ISTANBUL;Turkish;236;482287;297;161016;976418;194
Protohistory and Archeology of Asia Minor;Literature Faculty;Istanbul University;Free;ISTANBUL;Turkish;262;496664;339;160556;426532;243
Protohistory and Archeology of Asia Minor;Literature Faculty;Istanbul University;Free;ISTANBUL;Turkish;251;520149;324;156680;139406;313
Occupational Health and Safety;Open and Distance Education Faculty;Istanbul University;AO-non-scholarship;ISTANBUL;Turkish;232;524372;387;113524;296960;338
Protohistory and Archeology of Asia Minor;Literature Faculty;Istanbul University;Free;ISTANBUL;Turkish;229;538569;293;174023;960398;243
Geography;Open and Distance Education Faculty;Istanbul University;AO-non-scholarship;ISTANBUL;Turkish;198;563747;385;6639;656190;280
History;Open and Distance Education Faculty;Istanbul University;AO-non-scholarship;ISTANBUL;Turkish;198;563759;459;316;608281;225
Philosophy;Open and Distance Education Faculty;Istanbul University;AO-non-scholarship;ISTANBUL;Turkish;212;580739;342;60322;656566;270
Recreation;Open and Distance Education Faculty;Istanbul University;AO-non-scholarship;ISTANBUL;Turkish;207;584210;308;128957;657464;276
Human Resources Management;Open and Distance Education Faculty;Istanbul University;AO-non-scholarship;ISTANBUL;Turkish;205;585111;308;130410;690602;276
Economics;Open and Distance Education Faculty;Istanbul University;AO-non-scholarship;ISTANBUL;Turkish;203;586507;327;86128;657077;277
Management Information Systems;Open and Distance Education Faculty;Istanbul University;AO-non-scholarship;ISTANBUL;Turkish;202;587053;355;41259;758074;266
Business;Open and Distance Education Faculty;Istanbul University;AO-non-scholarship;ISTANBUL;Turkish;201;587106;375;21492;723214;275
Sociology;Open and Distance Education Faculty;Istanbul University;AO-non-scholarship;ISTANBUL;Turkish;201;587219;369;26196;758000;212
Exercise and Sport Sciences;Open and Distance Education Faculty;Istanbul University;AO-non-scholarship;ISTANBUL;Turkish;201;587268;414;4753;0;0
Political Science and Public Administration;Open and Distance Education Faculty;Istanbul University;AO-non-scholarship;ISTANBUL;Turkish;201;587292;352;45433;757952;272
Public Administration;Open and Distance Education Faculty;Istanbul University;UE-non-scholarship;ISTANBUL;Turkish;201;587305;336;69122;657375;274
International Trade and Logistics;Open and Distance Education Faculty;Istanbul University;AO-non-scholarship;ISTANBUL;Turkish;200;587446;339;65147;723357;276
Political Science and International Relations;Open and Distance Education Faculty;Istanbul University;AO-non-scholarship;ISTANBUL;Turkish;199;587559;357;38747;690711;271
Child Development;Open and Distance Education Faculty;Istanbul University;AO-non-scholarship;ISTANBUL;Turkish;198;587634;343;57500;656200;276
Child Development;Open and Distance Education Faculty;Istanbul University;AO-non-scholarship;ISTANBUL;Turkish;243;590062;439;5141;31411;469
Child Development;Open and Distance Education Faculty;Istanbul University;AO-non-scholarship;ISTANBUL;Turkish;245;624721;484;1735;289249;336
International Trade and Logistics;Open and Distance Education Faculty;Istanbul University;AO-non-scholarship;ISTANBUL;Turkish;243;638778;370;88347;272472;351
Human Resources Management;Open and Distance Education Faculty;Istanbul University;AO-non-scholarship;ISTANBUL;Turkish;241;661619;387;55407;270231;349
History;Open and Distance Education Faculty;Istanbul University;AO-non-scholarship;ISTANBUL;Turkish;227;676568;414;6868;267764;348
Sociology;Open and Distance Education Faculty;Istanbul University;AO-non-scholarship;ISTANBUL;Turkish;239;679239;438;9433;346427;259
Business;Open and Distance Education Faculty;Istanbul University;AO-non-scholarship;ISTANBUL;Turkish;239;679465;427;13790;332413;267
History;Open and Distance Education Faculty;Istanbul University;AO-non-scholarship;ISTANBUL;Turkish;236;729594;442;2319;12539;405
Political Science and International Relations;Open and Distance Education Faculty;Istanbul University;AO-non-scholarship;ISTANBUL;Turkish;233;734810;427;13512;312427;342
Management Information Systems;Open and Distance Education Faculty;Istanbul University;AO-non-scholarship;ISTANBUL;Turkish;232;739352;400;36706;346491;305
Sociology;Open and Distance Education Faculty;Istanbul University;AO-non-scholarship;ISTANBUL;Turkish;224;768759;387;38716;68266;420
Business;Open and Distance Education Faculty;Istanbul University;AO-non-scholarship;ISTANBUL;Turkish;218;797766;479;1108;54464;446
Economics;Open and Distance Education Faculty;Istanbul University;AO-non-scholarship;ISTANBUL;Turkish;226;808790;494;1116;296496;328
Political Science and Public Administration;Open and Distance Education Faculty;Istanbul University;AO-non-scholarship;ISTANBUL;Turkish;226;808935;393;45918;346388;262
Geography;Open and Distance Education Faculty;Istanbul University;AO-non-scholarship;ISTANBUL;Turkish;206;811833;406;9724;289244;341
Public Administration;Open and Distance Education Faculty;Istanbul University;UE-non-scholarship;ISTANBUL;Turkish;225;814530;344;147793;282945;332
Geography;Open and Distance Education Faculty;Istanbul University;AO-non-scholarship;ISTANBUL;Turkish;224;818647;410;9671;31399;381
Philosophy;Open and Distance Education Faculty;Istanbul University;AO-non-scholarship;ISTANBUL;Turkish;216;915838;425;14515;296316;269
Recreation;Open and Distance Education Faculty;Istanbul University;AO-non-scholarship;ISTANBUL;Turkish;191;998161;353;125280;565356;229
Exercise and Sport Sciences;Open and Distance Education Faculty;Istanbul University;AO-non-scholarship;ISTANBUL;Turkish;187;999274;378;71473;565187;229
Mining Engineering;Engineering Faculty;Istanbul University-Cerrahpasa;Free;ISTANBUL;Turkish;0;0;308;172624;214833;348
Gerontology;Health Sciences Faculty;Istanbul University-Cerrahpasa;Free;ISTANBUL;Turkish;0;0;0;0;255531;347
Gerontology;Health Sciences Faculty;Istanbul University-Cerrahpasa;Free;ISTANBUL;Turkish;0;0;0;0;586307;295
German Teaching;Hasan Ali Yucel Education Faculty;Istanbul University-Cerrahpasa;Free;ISTANBUL;Turkish;0;0;401;14465;156914;365
Geophysical Engineering;Engineering Faculty;Istanbul University-Cerrahpasa;Free;ISTANBUL;Turkish;0;0;0;0;1206;533
Geophysical Engineering;Engineering Faculty;Istanbul University-Cerrahpasa;Free;ISTANBUL;Turkish;0;0;323;147057;55394;430
Geophysical Engineering;Engineering Faculty;Istanbul University-Cerrahpasa;Free;ISTANBUL;Turkish;0;0;0;0;256118;332
Geophysical Engineering;Engineering Faculty;Istanbul University-Cerrahpasa;Free;ISTANBUL;Turkish;0;0;0;0;679428;218
Geological Engineering;Engineering Faculty;Istanbul University-Cerrahpasa;Free;ISTANBUL;Turkish;0;0;0;0;1374;528
Geological Engineering;Engineering Faculty;Istanbul University-Cerrahpasa;Free;ISTANBUL;Turkish;0;0;313;164403;104706;327
Geological Engineering;Engineering Faculty;Istanbul University-Cerrahpasa;Free;ISTANBUL;Turkish;0;0;0;0;256152;337
Geological Engineering;Engineering Faculty;Istanbul University-Cerrahpasa;Free;ISTANBUL;Turkish;0;0;0;0;587494;227
French Teaching;Hasan Ali Yucel Education Faculty;Istanbul University-Cerrahpasa;Free;ISTANBUL;Turkish;0;0;379;20207;71758;418
Computer and Instructional Technologies Teaching;Hasan Ali Yucel Education Faculty;Istanbul University-Cerrahpasa;Free;ISTANBUL;Turkish;0;0;333;132839;69179;433
Medicine;Cerrahpasa Medicine Faculty;Istanbul University-Cerrahpasa;Free;ISTANBUL;English;541;313;553;9;143016;311
Medicine;Cerrahpasa Medicine Faculty;Istanbul University-Cerrahpasa;Free;ISTANBUL;English;545;419;554;45;431414;312
